claim_id,claim_text,claim_namespace,dataset,method_route,method_or_stage,support_status,claim_type,support_basis,marine_transfer_status,evidence_strength,primary_supporting_artifact,primary_artifact_authority,supporting_review,supporting_execution_record,supporting_numerical_artifact,dataset_identity_artifact,source_script_path,primary_artifact_hash,primary_artifact_hash_source,primary_artifact_id,artifact_hash_available,dataset_hash_available,source_script_lineage_available,test_status,reproducibility_status,major_limitation,package_wording,prohibited_interpretation,reopening_condition,related_gap_ids,mapping_status,notes
R-005,A scalar HI can be constructed from selected residual evidence.,R,C-MAPSS FD002,Residual route,HI v0,SUPPORTED_WITH_LIMITATIONS,EMPIRICAL_RESULT,FROZEN_CLOSURE_RECORD,STRUCTURAL_RELEVANCE_ONLY,MODERATE,docs/validation/framework_validation/FD002_HI_v0_closure_review.md,REVIEW_RECORD,docs/marine_package_v1/marine_package_v1_structure.md; docs/marine_package_v1/marine_package_v1_claim_boundary.md; docs/validation/framework_validation/FD002_consolidated_closure_report.md; docs/validation/framework_validation/FD002_archive_summary.md; docs/validation/framework_validation/FD002_existing_state_audit.md; docs/validation/framework_validation/FD002_HI_v0_closure_review.md; lbnl_expected_state/docs/architecture/health_evidence_framework.md; docs/documentation_map.md,docs/validation/framework_validation/FD002_HI_v0_execution_summary.md,outputs/cmapss_fd002/closure/FD002_closure_manifest.json; outputs/cmapss_fd002/hi_v0/CMAPSS_FD002_HI_v0_benchmark_summary.csv,outputs/cmapss_fd002/existing_state_audit/FD002_dataset_lineage.csv,NOT_RECORDED,B98DCB6E3E859FEB2B061742378B696CB5F26EA60E0E9B2E4A72A6D973E37495,COMPUTED_DURING_PHASE_2,FD2-013,YES,NO,NO,CROSS_MODEL_ONLY,DOCUMENT_LEVEL_ONLY,FD002 historical dataset hashes and explicit source execution scripts are incomplete; 15%/20% sensitivity and Phase B2 are deferred.,"Use only with public-data, structural, development, process, or boundary qualifiers as indicated by support_status and marine_transfer_status.","Do not interpret as Marine validity, Health Assessment completion, deployment readiness, physical calibration, or shipboard RUL capability.",Resolve related gaps and complete authorized review before strengthening claim.,G-002;G-011;G-012,MAPPED_WITH_LIMITATIONS,Primary row for frozen claim.
R-006,The canonical FD002 HI showed positive unit-level progression association.,R,C-MAPSS FD002,Residual route,HI v0,SUPPORTED_WITH_LIMITATIONS,EMPIRICAL_RESULT,FROZEN_CLOSURE_RECORD,STRUCTURAL_RELEVANCE_ONLY,MODERATE,docs/validation/framework_validation/FD002_HI_v0_closure_review.md,REVIEW_RECORD,docs/marine_package_v1/marine_package_v1_structure.md; docs/marine_package_v1/marine_package_v1_claim_boundary.md; docs/validation/framework_validation/FD002_consolidated_closure_report.md; docs/validation/framework_validation/FD002_archive_summary.md; docs/validation/framework_validation/FD002_existing_state_audit.md; docs/validation/framework_validation/FD002_HI_v0_closure_review.md; docs/documentation_map.md,docs/validation/framework_validation/FD002_HI_v0_execution_summary.md,outputs/cmapss_fd002/closure/FD002_closure_manifest.json; outputs/cmapss_fd002/hi_v0/CMAPSS_FD002_HI_v0_benchmark_summary.csv,outputs/cmapss_fd002/existing_state_audit/FD002_dataset_lineage.csv,NOT_RECORDED,B98DCB6E3E859FEB2B061742378B696CB5F26EA60E0E9B2E4A72A6D973E37495,COMPUTED_DURING_PHASE_2,FD2-013,YES,NO,NO,CROSS_MODEL_ONLY,DOCUMENT_LEVEL_ONLY,FD002 historical dataset hashes and explicit source execution scripts are incomplete; 15%/20% sensitivity and Phase B2 are deferred.,"Use only with public-data, structural, development, process, or boundary qualifiers as indicated by support_status and marine_transfer_status.","Do not interpret as Marine validity, Health Assessment completion, deployment readiness, physical calibration, or shipboard RUL capability.",Resolve related gaps and complete authorized review before strengthening claim.,G-002;G-011;G-012,MAPPED_WITH_LIMITATIONS,Primary row for frozen claim.
R-007,poly3 and ridge provided cross-model support.,R,C-MAPSS FD002,Residual route,Phase B1 fixed-channel cross-model validation,SUPPORTED_WITH_LIMITATIONS,EMPIRICAL_RESULT,FROZEN_CLOSURE_RECORD,STRUCTURAL_RELEVANCE_ONLY,MODERATE,docs/validation/framework_validation/FD002_consolidated_closure_report.md,CLOSURE_RECORD,docs/marine_package_v1/marine_package_v1_structure.md; docs/marine_package_v1/marine_package_v1_claim_boundary.md; docs/validation/framework_validation/FD002_consolidated_closure_report.md; docs/validation/framework_validation/FD002_archive_summary.md; docs/validation/framework_validation/FD002_existing_state_audit.md; docs/documentation_map.md,,outputs/cmapss_fd002/closure/FD002_closure_manifest.json; outputs/cmapss_fd002/phase_b/B1_fixed_channel/CMAPSS_FD002_B1_cross_model_comparison_summary.csv,outputs/cmapss_fd002/existing_state_audit/FD002_dataset_lineage.csv,NOT_RECORDED,CB0F891AB913F5015E036493DAF7CF3C97BCD61C0E37E90A8F985C2134CF0355,COMPUTED_DURING_PHASE_2,FD2-001,YES,NO,NO,CROSS_MODEL_ONLY,DOCUMENT_LEVEL_ONLY,FD002 historical dataset hashes and explicit source execution scripts are incomplete; 15%/20% sensitivity and Phase B2 are deferred.,"Use only with public-data, structural, development, process, or boundary qualifiers as indicated by support_status and marine_transfer_status.","Do not interpret as Marine validity, Health Assessment completion, deployment readiness, physical calibration, or shipboard RUL capability.",Resolve related gaps and complete authorized review before strengthening claim.,G-002;G-011;G-012,MAPPED_WITH_LIMITATIONS,Primary row for frozen claim.
R-008,poly1 acted as an underfit negative control.,R,C-MAPSS FD002,Residual route,Phase B1 fixed-channel cross-model validation,SUPPORTED_WITH_LIMITATIONS,EMPIRICAL_RESULT,FROZEN_CLOSURE_RECORD,STRUCTURAL_RELEVANCE_ONLY,MODERATE,docs/validation/framework_validation/FD002_consolidated_closure_report.md,CLOSURE_RECORD,docs/marine_package_v1/marine_package_v1_structure.md; docs/marine_package_v1/marine_package_v1_claim_boundary.md; docs/validation/framework_validation/FD002_consolidated_closure_report.md; docs/validation/framework_validation/FD002_archive_summary.md; docs/validation/framework_validation/FD002_existing_state_audit.md; docs/documentation_map.md,,outputs/cmapss_fd002/closure/FD002_closure_manifest.json; outputs/cmapss_fd002/phase_b/B1_fixed_channel/CMAPSS_FD002_B1_cross_model_comparison_summary.csv,outputs/cmapss_fd002/existing_state_audit/FD002_dataset_lineage.csv,NOT_RECORDED,CB0F891AB913F5015E036493DAF7CF3C97BCD61C0E37E90A8F985C2134CF0355,COMPUTED_DURING_PHASE_2,FD2-001,YES,NO,NO,CROSS_MODEL_ONLY,DOCUMENT_LEVEL_ONLY,FD002 historical dataset hashes and explicit source execution scripts are incomplete; 15%/20% sensitivity and Phase B2 are deferred.,"Use only with public-data, structural, development, process, or boundary qualifiers as indicated by support_status and marine_transfer_status.","Do not interpret as Marine validity, Health Assessment completion, deployment readiness, physical calibration, or shipboard RUL capability.",Resolve related gaps and complete authorized review before strengthening claim.,G-002;G-011;G-012,MAPPED_WITH_LIMITATIONS,Primary row for frozen claim.
R-009,N-CMAPSS DS02 produced a development-stage residual pilot signal under continuous and interacting operating conditions.,R,N-CMAPSS DS02,Residual route,N-CMAPSS DS02 residual pilot,PILOT_EVIDENCE_ONLY,EMPIRICAL_PILOT_RESULT,NCMAPSS_DS02_RESIDUAL_PILOT_ARTIFACTS_AND_REVIEW,STRUCTURAL_RELEVANCE_ONLY,LIMITED,docs/validation/ncmapss_prevalidation/NCMAPSS_prevalidation_completion_summary.md,CLOSURE_RECORD,docs/marine_package_v1/marine_package_v1_structure.md; docs/marine_package_v1/marine_package_v1_claim_boundary.md; docs/validation/ncmapss_prevalidation/NCMAPSS_prevalidation_completion_summary.md; docs/validation/ncmapss_prevalidation/NCMAPSS_DS02_residual_prevalidation_diagnostic_review.md; docs/documentation_map.md,,outputs/ncmapss/prevalidation/ds02_residual_001/NCMAPSS_DS02_HI_summary.csv,docs/dataset_registry.md,NOT_APPLICABLE,652BF49E2403D613AB80E13DF26FC9DC9CAC66F50ACF4685D7F8B114230A9385,COMPUTED_DURING_PHASE_2,NC-R-001,YES,YES,NOT_APPLICABLE,PILOT_ONLY,PARTIAL,N-CMAPSS DS02 residual result is pilot evidence only and does not prove general nonlinear requirements.,"Use only with public-data, structural, development, process, or boundary qualifiers as indicated by support_status and marine_transfer_status.","Do not interpret as Marine validity, Health Assessment completion, deployment readiness, physical calibration, or shipboard RUL capability.",Resolve related gaps and complete authorized review before strengthening claim.,G-025;G-026,MAPPED_WITH_LIMITATIONS,Primary row for frozen claim.
R-010,"The N-CMAPSS DS02 residual result is pilot evidence only and does not establish Marine validity, general residual-route validation, or deployment readiness.",R,N-CMAPSS DS02,Residual route,N-CMAPSS DS02 residual pilot,SUPPORTED,BOUNDARY_CLAIM,NCMAPSS_DS02_PILOT_CLOSURE_BOUNDARY,NO_MARINE_CLAIM,LIMITED,docs/validation/ncmapss_prevalidation/NCMAPSS_prevalidation_completion_summary.md,CLOSURE_RECORD,docs/marine_package_v1/marine_package_v1_structure.md; docs/marine_package_v1/marine_package_v1_claim_boundary.md; docs/validation/ncmapss_prevalidation/NCMAPSS_prevalidation_completion_summary.md; docs/validation/ncmapss_prevalidation/NCMAPSS_DS02_residual_prevalidation_diagnostic_review.md; docs/documentation_map.md,,,docs/dataset_registry.md,NOT_APPLICABLE,652BF49E2403D613AB80E13DF26FC9DC9CAC66F50ACF4685D7F8B114230A9385,COMPUTED_DURING_PHASE_2,NC-R-001,YES,YES,NOT_APPLICABLE,PILOT_ONLY,PARTIAL,N-CMAPSS DS02 residual result is pilot evidence only and does not prove general nonlinear requirements.,"Use only with public-data, structural, development, process, or boundary qualifiers as indicated by support_status and marine_transfer_status.","Do not interpret as Marine validity, Health Assessment completion, deployment readiness, physical calibration, or shipboard RUL capability.",Resolve related gaps and complete authorized review before strengthening claim.,G-025;G-026,MAPPED,Primary row for frozen claim.
R-011,The N-CMAPSS DS02 residual pilot suggests that nonlinear condition modelling may be necessary when operating conditions are continuous and interacting.,R,N-CMAPSS DS02,Residual route,N-CMAPSS DS02 residual pilot,SUPPORTED_WITH_LIMITATIONS,STRUCTURAL_INFERENCE,PILOT_RESULT_AND_METHOD_STRUCTURE,STRUCTURAL_RELEVANCE_ONLY,LIMITED,docs/validation/ncmapss_prevalidation/NCMAPSS_DS02_residual_prevalidation_diagnostic_review.md,REVIEW_RECORD,docs/marine_package_v1/marine_package_v1_structure.md; docs/marine_package_v1/marine_package_v1_claim_boundary.md; docs/validation/ncmapss_prevalidation/NCMAPSS_prevalidation_completion_summary.md; docs/validation/ncmapss_prevalidation/NCMAPSS_DS02_residual_prevalidation_diagnostic_review.md; docs/documentation_map.md,,outputs/ncmapss/prevalidation/ds02_residual_001/NCMAPSS_DS02_HI_summary.csv,docs/dataset_registry.md,NOT_APPLICABLE,AB57260F4D3064B88C44179A0EDBDD60800BB340F0CABF8AF8DD5FC183B05FB8,COMPUTED_DURING_PHASE_2,NC-R-002,YES,YES,NOT_APPLICABLE,PILOT_ONLY,PARTIAL,N-CMAPSS DS02 residual result is pilot evidence only and does not prove general nonlinear requirements.,"Use only with public-data, structural, development, process, or boundary qualifiers as indicated by support_status and marine_transfer_status.","Do not interpret as Marine validity, Health Assessment completion, deployment readiness, physical calibration, or shipboard RUL capability.",Resolve related gaps and complete authorized review before strengthening claim.,G-025;G-026,MAPPED_WITH_LIMITATIONS,Primary row for frozen claim.
N-001,RAW trend can provide development-stage progression evidence.,N,N-CMAPSS DS02,Nonresidual route,DS02 nonresidual development closure,DEVELOPMENT_EVIDENCE_ONLY,DEVELOPMENT_RESULT,DEVELOPMENT_REVIEW_RECORD,STRUCTURAL_RELEVANCE_ONLY,LIMITED,docs/validation/public_data_nonresidual/ncmapss_ds02_nonresidual_development_closure_report.md,CLOSURE_RECORD,docs/marine_package_v1/marine_package_v1_structure.md; docs/marine_package_v1/marine_package_v1_claim_boundary.md; docs/validation/public_data_nonresidual/ncmapss_ds02_nonresidual_development_closure_report.md; docs/validation/public_data_nonresidual/ncmapss_ds02_nonresidual_archive_summary.md; docs/documentation_map.md,,,docs/dataset_registry.md,NOT_APPLICABLE,62BC35DDB72DB6B907C6134985D818DB52D0833F455C07668EE72FF4C649F903,COMPUTED_DURING_PHASE_2,NC-N-001,YES,YES,NOT_APPLICABLE,TEST_BLOCKED,PARTIAL,DS02 nonresidual evidence is development-only; test gate unopened; CUSUM unresolved.,"Use only with public-data, structural, development, process, or boundary qualifiers as indicated by support_status and marine_transfer_status.","Do not interpret as Marine validity, Health Assessment completion, deployment readiness, physical calibration, or shipboard RUL capability.",Resolve related gaps and complete authorized review before strengthening claim.,G-003;G-010,MAPPED_WITH_LIMITATIONS,Primary row for frozen claim.
N-002,DELTA from reference can provide development-stage progression evidence.,N,N-CMAPSS DS02,Nonresidual route,DS02 nonresidual development closure,DEVELOPMENT_EVIDENCE_ONLY,DEVELOPMENT_RESULT,DEVELOPMENT_REVIEW_RECORD,STRUCTURAL_RELEVANCE_ONLY,LIMITED,docs/validation/public_data_nonresidual/ncmapss_ds02_nonresidual_development_closure_report.md,CLOSURE_RECORD,docs/marine_package_v1/marine_package_v1_structure.md; docs/marine_package_v1/marine_package_v1_claim_boundary.md; docs/validation/public_data_nonresidual/ncmapss_ds02_nonresidual_development_closure_report.md; docs/validation/public_data_nonresidual/ncmapss_ds02_nonresidual_archive_summary.md; docs/documentation_map.md,,,docs/dataset_registry.md,NOT_APPLICABLE,62BC35DDB72DB6B907C6134985D818DB52D0833F455C07668EE72FF4C649F903,COMPUTED_DURING_PHASE_2,NC-N-001,YES,YES,NOT_APPLICABLE,TEST_BLOCKED,PARTIAL,DS02 nonresidual evidence is development-only; test gate unopened; CUSUM unresolved.,"Use only with public-data, structural, development, process, or boundary qualifiers as indicated by support_status and marine_transfer_status.","Do not interpret as Marine validity, Health Assessment completion, deployment readiness, physical calibration, or shipboard RUL capability.",Resolve related gaps and complete authorized review before strengthening claim.,G-003;G-010,MAPPED_WITH_LIMITATIONS,Primary row for frozen claim.
N-003,EWMA can provide development-stage smoothed progression evidence.,N,N-CMAPSS DS02,Nonresidual route,DS02 nonresidual development closure,DEVELOPMENT_EVIDENCE_ONLY,DEVELOPMENT_RESULT,DEVELOPMENT_REVIEW_RECORD,STRUCTURAL_RELEVANCE_ONLY,LIMITED,docs/validation/public_data_nonresidual/ncmapss_ds02_nonresidual_development_closure_report.md,CLOSURE_RECORD,docs/marine_package_v1/marine_package_v1_structure.md; docs/marine_package_v1/marine_package_v1_claim_boundary.md; docs/validation/public_data_nonresidual/ncmapss_ds02_nonresidual_development_closure_report.md; docs/validation/public_data_nonresidual/ncmapss_ds02_nonresidual_archive_summary.md; docs/documentation_map.md,,,docs/dataset_registry.md,NOT_APPLICABLE,62BC35DDB72DB6B907C6134985D818DB52D0833F455C07668EE72FF4C649F903,COMPUTED_DURING_PHASE_2,NC-N-001,YES,YES,NOT_APPLICABLE,TEST_BLOCKED,PARTIAL,DS02 nonresidual evidence is development-only; test gate unopened; CUSUM unresolved.,"Use only with public-data, structural, development, process, or boundary qualifiers as indicated by support_status and marine_transfer_status.","Do not interpret as Marine validity, Health Assessment completion, deployment readiness, physical calibration, or shipboard RUL capability.",Resolve related gaps and complete authorized review before strengthening claim.,G-003;G-010,MAPPED_WITH_LIMITATIONS,Primary row for frozen claim.
N-004,CUSUM showed strong sensitivity to temporally ordered deviations.,N,N-CMAPSS DS02,Nonresidual route,DS02 nonresidual development closure,DEVELOPMENT_EVIDENCE_ONLY,DEVELOPMENT_RESULT,DEVELOPMENT_REVIEW_RECORD,STRUCTURAL_RELEVANCE_ONLY,LIMITED,outputs/public_data_nonresidual/ncmapss_ds02/dev_004/cusum_reference_diagnostic_summary.json,REVIEW_RECORD,docs/marine_package_v1/marine_package_v1_structure.md; docs/marine_package_v1/marine_package_v1_claim_boundary.md; docs/validation/public_data_nonresidual/ncmapss_ds02_nonresidual_development_closure_report.md; docs/validation/public_data_nonresidual/ncmapss_ds02_nonresidual_archive_summary.md; outputs/public_data_nonresidual/ncmapss_ds02/dev_004/cusum_reference_diagnostic_summary.json; docs/documentation_map.md,,,docs/dataset_registry.md,NOT_APPLICABLE,F91AEE9710236F3D90C0AACA31D1D6DAC47DFAD787B868665CAF57963DEA37E4,COMPUTED_DURING_PHASE_2,NC-N-003,YES,YES,NOT_APPLICABLE,TEST_BLOCKED,PARTIAL,DS02 nonresidual evidence is development-only; test gate unopened; CUSUM unresolved.,"Use only with public-data, structural, development, process, or boundary qualifiers as indicated by support_status and marine_transfer_status.","Do not interpret as Marine validity, Health Assessment completion, deployment readiness, physical calibration, or shipboard RUL capability.",Resolve related gaps and complete authorized review before strengthening claim.,G-003;G-010,MAPPED_WITH_LIMITATIONS,Primary row for frozen claim.
N-005,CUSUM specificity and reference-period interpretation remain unresolved.,N,N-CMAPSS DS02,Nonresidual route,DS02 nonresidual development closure,UNRESOLVED,BOUNDARY_CLAIM,DEVELOPMENT_REVIEW_RECORD,NO_MARINE_CLAIM,LIMITED,docs/validation/public_data_nonresidual/ncmapss_ds02_nonresidual_development_closure_report.md,CLOSURE_RECORD,docs/marine_package_v1/marine_package_v1_structure.md; docs/marine_package_v1/marine_package_v1_claim_boundary.md; docs/validation/public_data_nonresidual/ncmapss_ds02_nonresidual_development_closure_report.md; docs/validation/public_data_nonresidual/ncmapss_ds02_nonresidual_archive_summary.md; outputs/public_data_nonresidual/ncmapss_ds02/dev_004/cusum_reference_diagnostic_summary.json; docs/documentation_map.md,,,docs/dataset_registry.md,NOT_APPLICABLE,62BC35DDB72DB6B907C6134985D818DB52D0833F455C07668EE72FF4C649F903,COMPUTED_DURING_PHASE_2,NC-N-001,YES,YES,NOT_APPLICABLE,TEST_BLOCKED,PARTIAL,DS02 nonresidual evidence is development-only; test gate unopened; CUSUM unresolved.,"Use only with public-data, structural, development, process, or boundary qualifiers as indicated by support_status and marine_transfer_status.","Do not interpret as Marine validity, Health Assessment completion, deployment readiness, physical calibration, or shipboard RUL capability.",Resolve related gaps and complete authorized review before strengthening claim.,G-003;G-010,UNRESOLVED,Primary row for frozen claim.
N-006,The DS02 nonresidual test gate was not opened.,N,N-CMAPSS DS02,Nonresidual route,DS02 nonresidual development closure,SUPPORTED,BOUNDARY_CLAIM,FROZEN_CLOSURE_RECORD,NO_MARINE_CLAIM,LIMITED,docs/validation/public_data_nonresidual/ncmapss_ds02_nonresidual_development_closure_report.md,CLOSURE_RECORD,docs/marine_package_v1/marine_package_v1_structure.md; docs/marine_package_v1/marine_package_v1_claim_boundary.md; docs/validation/public_data_nonresidual/ncmapss_ds02_nonresidual_development_closure_report.md; docs/validation/public_data_nonresidual/ncmapss_ds02_nonresidual_archive_summary.md; docs/documentation_map.md,,,docs/dataset_registry.md,NOT_APPLICABLE,62BC35DDB72DB6B907C6134985D818DB52D0833F455C07668EE72FF4C649F903,COMPUTED_DURING_PHASE_2,NC-N-001,YES,YES,NOT_APPLICABLE,TEST_BLOCKED,PARTIAL,DS02 nonresidual evidence is development-only; test gate unopened; CUSUM unresolved.,"Use only with public-data, structural, development, process, or boundary qualifiers as indicated by support_status and marine_transfer_status.","Do not interpret as Marine validity, Health Assessment completion, deployment readiness, physical calibration, or shipboard RUL capability.",Resolve related gaps and complete authorized review before strengthening claim.,G-003;G-010,MAPPED,Primary row for frozen claim.
