claim_id,claim_text,claim_namespace,dataset,method_route,method_or_stage,support_status,claim_type,support_basis,marine_transfer_status,evidence_strength,primary_supporting_artifact,primary_artifact_authority,supporting_review,supporting_execution_record,supporting_numerical_artifact,dataset_identity_artifact,source_script_path,primary_artifact_hash,primary_artifact_hash_source,primary_artifact_id,artifact_hash_available,dataset_hash_available,source_script_lineage_available,test_status,reproducibility_status,major_limitation,package_wording,prohibited_interpretation,reopening_condition,related_gap_ids,mapping_status,notes
N-007,Nonresidual methods are candidate approaches for low-data self-baseline trend monitoring.,N,N-CMAPSS DS02,Nonresidual route,DS02 nonresidual development closure,DESIGN_ONLY,PRODUCT_HYPOTHESIS,ARCHITECTURAL_REASONING,STRUCTURAL_RELEVANCE_ONLY,DESIGN,docs/marine_package_v1/marine_package_v1_claim_boundary.md,FROZEN_FRAMEWORK,docs/marine_package_v1/marine_package_v1_structure.md; docs/marine_package_v1/marine_package_v1_claim_boundary.md; docs/validation/public_data_nonresidual/ncmapss_ds02_nonresidual_development_closure_report.md; docs/validation/public_data_nonresidual/ncmapss_ds02_nonresidual_archive_summary.md; docs/documentation_map.md,,,docs/dataset_registry.md,NOT_APPLICABLE,EB16CD25E6FC9BFAEF9001142376C47BA17140684B9A9B1B08898F93984E49B6,COMPUTED_DURING_PHASE_2_HASH_REFRESH,MPV1-BOUND,YES,YES,NOT_APPLICABLE,TEST_BLOCKED,PARTIAL,DS02 nonresidual evidence is development-only; test gate unopened; CUSUM unresolved.,"Use only with public-data, structural, development, process, or boundary qualifiers as indicated by support_status and marine_transfer_status.","Do not interpret as Marine validity, Health Assessment completion, deployment readiness, physical calibration, or shipboard RUL capability.",Resolve related gaps and complete authorized review before strengthening claim.,G-003;G-010,DESIGN_ONLY_MAPPED,Primary row for frozen claim.
F-001,Residual and nonresidual routes address different operational questions.,F,Cross-dataset framework,Framework architecture,Architecture and boundary,SUPPORTED_WITH_LIMITATIONS,ARCHITECTURAL_CONCEPTUAL,METHOD_DESIGN_AND_SEPARATE_EXPERIMENTS,STRUCTURAL_RELEVANCE_ONLY,DESIGN,lbnl_expected_state/docs/architecture/health_evidence_framework.md,CANONICAL,docs/marine_package_v1/marine_package_v1_structure.md; docs/marine_package_v1/marine_package_v1_claim_boundary.md; docs/validation/framework_validation/framework_validation_kickoff_review.md; lbnl_expected_state/docs/architecture/health_evidence_framework.md; lbnl_expected_state/docs/framework/evidence_philosophy_taxonomy.md; docs/documentation_map.md,lbnl_expected_state/docs/decisions/DD-002_residual_evidence_hierarchy.md; lbnl_expected_state/docs/decisions/DD-006_evidence_diversity_principle.md,,docs/dataset_registry.md,NOT_APPLICABLE,7B25A9A0CC0C373882F9945C3F3377FE13EB98764D5516EE973F40D9BE6C239D,COMPUTED_DURING_PHASE_2,FW-002,YES,YES,NOT_APPLICABLE,TEST_NOT_APPLICABLE,NOT_APPLICABLE,Architecture or boundary claim; not same-dataset empirical comparison unless separately stated.,"Use only with public-data, structural, development, process, or boundary qualifiers as indicated by support_status and marine_transfer_status.","Do not interpret as Marine validity, Health Assessment completion, deployment readiness, physical calibration, or shipboard RUL capability.",Resolve related gaps and complete authorized review before strengthening claim.,G-001,MAPPED_WITH_LIMITATIONS,Primary row for frozen claim.
F-002,Residual routes require stronger condition coverage and Expected State support.,F,Cross-dataset framework,Framework architecture,Architecture and boundary,SUPPORTED_WITH_LIMITATIONS,ARCHITECTURAL_CONCEPTUAL,METHOD_DESIGN_AND_SEPARATE_EXPERIMENTS,STRUCTURAL_RELEVANCE_ONLY,DESIGN,lbnl_expected_state/docs/architecture/health_evidence_framework.md,CANONICAL,docs/marine_package_v1/marine_package_v1_structure.md; docs/marine_package_v1/marine_package_v1_claim_boundary.md; docs/validation/framework_validation/framework_validation_kickoff_review.md; lbnl_expected_state/docs/architecture/health_evidence_framework.md; lbnl_expected_state/docs/framework/evidence_philosophy_taxonomy.md; docs/documentation_map.md,lbnl_expected_state/docs/decisions/DD-002_residual_evidence_hierarchy.md; lbnl_expected_state/docs/decisions/DD-004_semantic_window_validation.md,,docs/dataset_registry.md,NOT_APPLICABLE,7B25A9A0CC0C373882F9945C3F3377FE13EB98764D5516EE973F40D9BE6C239D,COMPUTED_DURING_PHASE_2,FW-002,YES,YES,NOT_APPLICABLE,TEST_NOT_APPLICABLE,NOT_APPLICABLE,Architecture or boundary claim; not same-dataset empirical comparison unless separately stated.,"Use only with public-data, structural, development, process, or boundary qualifiers as indicated by support_status and marine_transfer_status.","Do not interpret as Marine validity, Health Assessment completion, deployment readiness, physical calibration, or shipboard RUL capability.",Resolve related gaps and complete authorized review before strengthening claim.,G-001,MAPPED_WITH_LIMITATIONS,Primary row for frozen claim.
F-003,Nonresidual routes can operate under weaker data conditions but provide weaker causal attribution.,F,Cross-dataset framework,Framework architecture,Architecture and boundary,SUPPORTED_WITH_LIMITATIONS,ARCHITECTURAL_CONCEPTUAL,METHOD_DESIGN_AND_SEPARATE_EXPERIMENTS,STRUCTURAL_RELEVANCE_ONLY,DESIGN,lbnl_expected_state/docs/architecture/health_evidence_framework.md,CANONICAL,docs/marine_package_v1/marine_package_v1_structure.md; docs/marine_package_v1/marine_package_v1_claim_boundary.md; docs/validation/framework_validation/framework_validation_kickoff_review.md; lbnl_expected_state/docs/architecture/health_evidence_framework.md; lbnl_expected_state/docs/framework/evidence_philosophy_taxonomy.md; docs/documentation_map.md,lbnl_expected_state/docs/decisions/DD-006_evidence_diversity_principle.md,,docs/dataset_registry.md,NOT_APPLICABLE,7B25A9A0CC0C373882F9945C3F3377FE13EB98764D5516EE973F40D9BE6C239D,COMPUTED_DURING_PHASE_2,FW-002,YES,YES,NOT_APPLICABLE,TEST_NOT_APPLICABLE,NOT_APPLICABLE,Architecture or boundary claim; not same-dataset empirical comparison unless separately stated.,"Use only with public-data, structural, development, process, or boundary qualifiers as indicated by support_status and marine_transfer_status.","Do not interpret as Marine validity, Health Assessment completion, deployment readiness, physical calibration, or shipboard RUL capability.",Resolve related gaps and complete authorized review before strengthening claim.,G-001,MAPPED_WITH_LIMITATIONS,Primary row for frozen claim.
F-004,Maintenance reset is necessary for lifecycle interpretation.,F,Cross-dataset framework,Framework architecture,Architecture and boundary,DESIGN_ONLY,ARCHITECTURAL_CONCEPTUAL,METHOD_DESIGN_AND_SEPARATE_EXPERIMENTS,MARINE_VALIDATION_REQUIRED,DESIGN,lbnl_expected_state/docs/decisions/DD-005_stateful_health_indicator_lifecycle.md,DESIGN,docs/marine_package_v1/marine_package_v1_structure.md; docs/marine_package_v1/marine_package_v1_claim_boundary.md; docs/documentation_map.md,lbnl_expected_state/docs/decisions/DD-005_stateful_health_indicator_lifecycle.md,,docs/dataset_registry.md,NOT_APPLICABLE,210C4A4AD1E6DBBF3400DCDCC69E30C7AAD245C22A75248D9E1DA473AA5BFA3A,COMPUTED_DURING_PHASE_2,DD-005,YES,YES,NOT_APPLICABLE,TEST_NOT_APPLICABLE,NOT_APPLICABLE,Architecture or boundary claim; not same-dataset empirical comparison unless separately stated.,"Use only with public-data, structural, development, process, or boundary qualifiers as indicated by support_status and marine_transfer_status.","Do not interpret as Marine validity, Health Assessment completion, deployment readiness, physical calibration, or shipboard RUL capability.",Resolve related gaps and complete authorized review before strengthening claim.,G-001,DESIGN_ONLY_MAPPED,Primary row for frozen claim.
F-005,Public-data evidence does not establish Marine validity.,F,Cross-dataset framework,Framework architecture,Architecture and boundary,SUPPORTED,BOUNDARY_CLAIM,DOCUMENTED_SCOPE_BOUNDARY,NO_MARINE_CLAIM,MODERATE,docs/validation/framework_stress_test/ST-001_dataset_attack/ST001_closure_report.md,CLOSURE_RECORD,docs/marine_package_v1/marine_package_v1_structure.md; docs/marine_package_v1/marine_package_v1_claim_boundary.md; docs/validation/framework_stress_test/ST-001_dataset_attack/ST001_closure_report.md; docs/validation/framework_validation/framework_validation_kickoff_review.md; lbnl_expected_state/docs/framework/evidence_philosophy_taxonomy.md; docs/dataset_qualification_specification.md; docs/dataset_registry.md; docs/artifact_policy.md; docs/documentation_map.md,lbnl_expected_state/docs/decisions/DD-003_project_terminology_standard.md,,docs/dataset_registry.md,NOT_APPLICABLE,6EF9730DC42C2F7073DE079F4CB6F9D245548B31B03767027A434146FE91B444,COMPUTED_DURING_PHASE_2,ST-001,YES,YES,NOT_APPLICABLE,TEST_NOT_APPLICABLE,NOT_APPLICABLE,Architecture or boundary claim; not same-dataset empirical comparison unless separately stated.,"Use only with public-data, structural, development, process, or boundary qualifiers as indicated by support_status and marine_transfer_status.","Do not interpret as Marine validity, Health Assessment completion, deployment readiness, physical calibration, or shipboard RUL capability.",Resolve related gaps and complete authorized review before strengthening claim.,G-001,MAPPED,Primary row for frozen claim.
F-006,Health Assessment has not been completed.,F,Cross-dataset framework,Framework architecture,Architecture and boundary,SUPPORTED,BOUNDARY_CLAIM,DOCUMENTED_SCOPE_BOUNDARY,NO_MARINE_CLAIM,MODERATE,docs/validation/framework_stress_test/ST-001_dataset_attack/ST001_closure_report.md,CLOSURE_RECORD,docs/marine_package_v1/marine_package_v1_structure.md; docs/marine_package_v1/marine_package_v1_claim_boundary.md; docs/validation/framework_stress_test/ST-001_dataset_attack/ST001_closure_report.md; docs/validation/framework_validation/framework_validation_kickoff_review.md; lbnl_expected_state/docs/framework/evidence_philosophy_taxonomy.md; docs/artifact_policy.md; docs/documentation_map.md,lbnl_expected_state/docs/decisions/DD-003_project_terminology_standard.md,,docs/dataset_registry.md,NOT_APPLICABLE,6EF9730DC42C2F7073DE079F4CB6F9D245548B31B03767027A434146FE91B444,COMPUTED_DURING_PHASE_2,ST-001,YES,YES,NOT_APPLICABLE,TEST_NOT_APPLICABLE,NOT_APPLICABLE,Architecture or boundary claim; not same-dataset empirical comparison unless separately stated.,"Use only with public-data, structural, development, process, or boundary qualifiers as indicated by support_status and marine_transfer_status.","Do not interpret as Marine validity, Health Assessment completion, deployment readiness, physical calibration, or shipboard RUL capability.",Resolve related gaps and complete authorized review before strengthening claim.,G-001,MAPPED,Primary row for frozen claim.
F-007,Deployment readiness has not been demonstrated.,F,Cross-dataset framework,Framework architecture,Architecture and boundary,SUPPORTED,BOUNDARY_CLAIM,DOCUMENTED_SCOPE_BOUNDARY,NO_MARINE_CLAIM,MODERATE,docs/validation/framework_stress_test/ST-001_dataset_attack/ST001_closure_report.md,CLOSURE_RECORD,docs/marine_package_v1/marine_package_v1_structure.md; docs/marine_package_v1/marine_package_v1_claim_boundary.md; docs/validation/framework_stress_test/ST-001_dataset_attack/ST001_closure_report.md; docs/validation/framework_validation/framework_validation_kickoff_review.md; lbnl_expected_state/docs/framework/evidence_philosophy_taxonomy.md; docs/artifact_policy.md; docs/documentation_map.md,lbnl_expected_state/docs/decisions/DD-003_project_terminology_standard.md,,docs/dataset_registry.md,NOT_APPLICABLE,6EF9730DC42C2F7073DE079F4CB6F9D245548B31B03767027A434146FE91B444,COMPUTED_DURING_PHASE_2,ST-001,YES,YES,NOT_APPLICABLE,TEST_NOT_APPLICABLE,NOT_APPLICABLE,Architecture or boundary claim; not same-dataset empirical comparison unless separately stated.,"Use only with public-data, structural, development, process, or boundary qualifiers as indicated by support_status and marine_transfer_status.","Do not interpret as Marine validity, Health Assessment completion, deployment readiness, physical calibration, or shipboard RUL capability.",Resolve related gaps and complete authorized review before strengthening claim.,G-001,MAPPED,Primary row for frozen claim.
F-008,Decision-support tools may exist below the full Health Assessment layer.,F,Cross-dataset framework,Framework architecture,Architecture and boundary,DESIGN_ONLY,ARCHITECTURAL_CONCEPTUAL,ARCHITECTURAL_REASONING,MARINE_VALIDATION_REQUIRED,DESIGN,lbnl_expected_state/docs/architecture/health_evidence_framework.md,CANONICAL,docs/marine_package_v1/marine_package_v1_structure.md; docs/marine_package_v1/marine_package_v1_claim_boundary.md; lbnl_expected_state/docs/architecture/health_evidence_framework.md; docs/documentation_map.md,lbnl_expected_state/docs/decisions/DD-005_stateful_health_indicator_lifecycle.md,,docs/dataset_registry.md,NOT_APPLICABLE,7B25A9A0CC0C373882F9945C3F3377FE13EB98764D5516EE973F40D9BE6C239D,COMPUTED_DURING_PHASE_2,FW-002,YES,YES,NOT_APPLICABLE,TEST_NOT_APPLICABLE,NOT_APPLICABLE,Architecture or boundary claim; not same-dataset empirical comparison unless separately stated.,"Use only with public-data, structural, development, process, or boundary qualifiers as indicated by support_status and marine_transfer_status.","Do not interpret as Marine validity, Health Assessment completion, deployment readiness, physical calibration, or shipboard RUL capability.",Resolve related gaps and complete authorized review before strengthening claim.,G-001,DESIGN_ONLY_MAPPED,Primary row for frozen claim.
M-001,"Canonical Marine request, intake, sensor inventory, and variable-role mapping templates exist.",M,Marine process,Marine interface/process,Marine request/intake state,SUPPORTED,PROCESS_STATE,CANONICAL_TEMPLATE_EXISTENCE,NO_MARINE_CLAIM,DESIGN,docs/validation/marine_execution_package/templates/marine_data_request_and_delivery_specification.md,PROCESS_INPUT,docs/marine_package_v1/marine_package_v1_structure.md; docs/marine_package_v1/marine_package_v1_claim_boundary.md; docs/documentation_map.md,docs/validation/marine_execution_package/templates/marine_data_request_and_delivery_specification.md; docs/validation/marine_execution_package/templates/marine_data_intake_checklist.md; docs/validation/marine_execution_package/templates/sensor_inventory_template.md; docs/validation/marine_execution_package/templates/variable_role_mapping_template.md,,docs/dataset_registry.md,NOT_APPLICABLE,57C73054B6E25BC96AA391252810D6FC63D0867E4ECF1D09A442084E9C1CAF9C,COMPUTED_DURING_PHASE_2,M-ART-001,YES,YES,NOT_APPLICABLE,TEST_NOT_APPLICABLE,NOT_APPLICABLE,"User-confirmed process status supports process claims only, not technical validation.","Use only with public-data, structural, development, process, or boundary qualifiers as indicated by support_status and marine_transfer_status.","Do not interpret as Marine validity, Health Assessment completion, deployment readiness, physical calibration, or shipboard RUL capability.",Resolve related gaps and complete authorized review before strengthening claim.,G-004;G-005,PROCESS_STATUS_MAPPED,Primary row for frozen claim.
M-002,Existence of the templates does not mean that the Marine data request has started.,M,Marine process,Marine interface/process,Marine request/intake state,SUPPORTED,BOUNDARY_CLAIM,DOCUMENTED_SCOPE_BOUNDARY,NO_MARINE_CLAIM,DESIGN,docs/marine_package_v1/marine_package_v1_claim_boundary.md,FROZEN_FRAMEWORK,docs/marine_package_v1/marine_package_v1_structure.md; docs/marine_package_v1/marine_package_v1_claim_boundary.md; docs/documentation_map.md,docs/validation/marine_execution_package/templates/marine_data_request_and_delivery_specification.md,,docs/dataset_registry.md,NOT_APPLICABLE,EB16CD25E6FC9BFAEF9001142376C47BA17140684B9A9B1B08898F93984E49B6,COMPUTED_DURING_PHASE_2_HASH_REFRESH,MPV1-BOUND,YES,YES,NOT_APPLICABLE,TEST_NOT_APPLICABLE,NOT_APPLICABLE,"User-confirmed process status supports process claims only, not technical validation.","Use only with public-data, structural, development, process, or boundary qualifiers as indicated by support_status and marine_transfer_status.","Do not interpret as Marine validity, Health Assessment completion, deployment readiness, physical calibration, or shipboard RUL capability.",Resolve related gaps and complete authorized review before strengthening claim.,G-004;G-005,PROCESS_STATUS_MAPPED,Primary row for frozen claim.
M-003,The Marine data request process is currently planned but not started.,M,Marine process,Marine interface/process,Marine request/intake state,SUPPORTED,PROCESS_STATE,USER_CONFIRMED_REAL_WORLD_STATUS,NO_MARINE_CLAIM,DESIGN,docs/marine_package_v1/marine_package_v1_claim_boundary.md,FROZEN_FRAMEWORK,docs/marine_package_v1/marine_package_v1_structure.md; docs/marine_package_v1/marine_package_v1_claim_boundary.md; docs/documentation_map.md,docs/validation/marine_execution_package/templates/marine_data_request_and_delivery_specification.md,,docs/dataset_registry.md,NOT_APPLICABLE,EB16CD25E6FC9BFAEF9001142376C47BA17140684B9A9B1B08898F93984E49B6,COMPUTED_DURING_PHASE_2_HASH_REFRESH,MPV1-BOUND,YES,YES,NOT_APPLICABLE,TEST_NOT_APPLICABLE,NOT_APPLICABLE,"User-confirmed process status supports process claims only, not technical validation.","Use only with public-data, structural, development, process, or boundary qualifiers as indicated by support_status and marine_transfer_status.","Do not interpret as Marine validity, Health Assessment completion, deployment readiness, physical calibration, or shipboard RUL capability.",Resolve related gaps and complete authorized review before strengthening claim.,G-004;G-005,PROCESS_STATUS_MAPPED,Primary row for frozen claim.
M-004,Marine Package v1.0 and the External Validation of Project Results document are the planned prerequisites for initiating the first formal Marine data request.,M,Marine process,Marine interface/process,Marine request/intake state,DESIGN_ONLY,PLANNED_PROCESS_RULE,USER_CONFIRMED_PROJECT_DECISION,MARINE_VALIDATION_REQUIRED,DESIGN,docs/marine_package_v1/marine_package_v1_claim_boundary.md,FROZEN_FRAMEWORK,docs/marine_package_v1/marine_package_v1_structure.md; docs/marine_package_v1/marine_package_v1_claim_boundary.md; docs/documentation_map.md,docs/validation/marine_execution_package/templates/marine_data_request_and_delivery_specification.md,,docs/dataset_registry.md,NOT_APPLICABLE,EB16CD25E6FC9BFAEF9001142376C47BA17140684B9A9B1B08898F93984E49B6,COMPUTED_DURING_PHASE_2_HASH_REFRESH,MPV1-BOUND,YES,YES,NOT_APPLICABLE,TEST_NOT_APPLICABLE,NOT_APPLICABLE,"User-confirmed process status supports process claims only, not technical validation.","Use only with public-data, structural, development, process, or boundary qualifiers as indicated by support_status and marine_transfer_status.","Do not interpret as Marine validity, Health Assessment completion, deployment readiness, physical calibration, or shipboard RUL capability.",Resolve related gaps and complete authorized review before strengthening claim.,G-004;G-005,PROCESS_STATUS_MAPPED,Primary row for frozen claim.
M-005,No Marine dataset has been received or qualified.,M,Marine process,Marine interface/process,Marine request/intake state,SUPPORTED,PROCESS_STATE,USER_CONFIRMED_REAL_WORLD_STATUS,NO_MARINE_CLAIM,DESIGN,docs/marine_package_v1/marine_package_v1_claim_boundary.md,FROZEN_FRAMEWORK,docs/marine_package_v1/marine_package_v1_structure.md; docs/marine_package_v1/marine_package_v1_claim_boundary.md; docs/dataset_qualification_specification.md; docs/dataset_registry.md; docs/documentation_map.md,docs/validation/marine_execution_package/templates/marine_data_intake_checklist.md; docs/validation/marine_execution_package/templates/sensor_inventory_template.md; docs/validation/marine_execution_package/templates/variable_role_mapping_template.md,,docs/dataset_registry.md,NOT_APPLICABLE,EB16CD25E6FC9BFAEF9001142376C47BA17140684B9A9B1B08898F93984E49B6,COMPUTED_DURING_PHASE_2_HASH_REFRESH,MPV1-BOUND,YES,YES,NOT_APPLICABLE,TEST_NOT_APPLICABLE,NOT_APPLICABLE,"User-confirmed process status supports process claims only, not technical validation.","Use only with public-data, structural, development, process, or boundary qualifiers as indicated by support_status and marine_transfer_status.","Do not interpret as Marine validity, Health Assessment completion, deployment readiness, physical calibration, or shipboard RUL capability.",Resolve related gaps and complete authorized review before strengthening claim.,G-004;G-005,PROCESS_STATUS_MAPPED,Primary row for frozen claim.
M-006,Direct Marine validation has not started.,M,Marine process,Marine interface/process,Marine request/intake state,SUPPORTED,BOUNDARY_CLAIM,DOCUMENTED_SCOPE_BOUNDARY,NO_MARINE_CLAIM,DESIGN,docs/marine_package_v1/marine_package_v1_claim_boundary.md,FROZEN_FRAMEWORK,docs/marine_package_v1/marine_package_v1_structure.md; docs/marine_package_v1/marine_package_v1_claim_boundary.md; docs/documentation_map.md,docs/validation/marine_execution_package/templates/marine_data_intake_checklist.md,,docs/dataset_registry.md,NOT_APPLICABLE,EB16CD25E6FC9BFAEF9001142376C47BA17140684B9A9B1B08898F93984E49B6,COMPUTED_DURING_PHASE_2_HASH_REFRESH,MPV1-BOUND,YES,YES,NOT_APPLICABLE,TEST_NOT_APPLICABLE,NOT_APPLICABLE,"User-confirmed process status supports process claims only, not technical validation.","Use only with public-data, structural, development, process, or boundary qualifiers as indicated by support_status and marine_transfer_status.","Do not interpret as Marine validity, Health Assessment completion, deployment readiness, physical calibration, or shipboard RUL capability.",Resolve related gaps and complete authorized review before strengthening claim.,G-004;G-005,PROCESS_STATUS_MAPPED,Primary row for frozen claim.
